N,Z,element,be_per_a,beta_decay_energy,atomic_mass,s2n,s2p,qa,q2b,qep,qbn,s1n,s1p,q4b,qda,qpa,qna
75,57,La,8.367756,-1.252754,131.910118959,18.23892,11.401850000000001,-0.21698,-8.49619,-2.95383,-12.086530000000002,8.02571,4.32889,-22.096,14.248700000000001,6.203600000000001,9.422
74,58,Ce,8.352338,-7.24344,131.911463846,19.190630000000002,9.78729,0.48269,-11.04509,-3.07614,-16.24156,10.833770000000001,5.99061,-27.392,9.867280000000001,3.71773,8.238700000000001
73,59,Pr,8.291537,-3.801648,131.91924,20.19463,8.17803,0.9730599999999999,-13.6,1.2528299999999999,-15.53074,8.99812,2.8079899999999998,-33.027,14.906260000000001,5.9241,11.74352
72,60,Nd,8.25681,-9.798,131.923321237,20.97221,6.58084,1.6831900000000002,-16.347,0.99366,-19.837,11.729090000000001,4.41412,,10.46046,3.21181,10.508090000000001
71,61,Pm,8.177,-6.548,131.93384,22.374,5.03,2.278,-19.427,5.384,-19.566,10.039,1.149,,15.679,5.551,13.792
70,62,Sm,8.121,-12.879,131.94087,23.716,3.061,2.81,,5.4,-23.88,13.018,2.708,,11.028,2.666,12.882
69,63,Eu,8.018,,131.954696,24.66,1.3820000000000001,3.16,,10.171,,11.002,-0.644,,16.017,4.664,16.327
85,48,Cd,8.119,13.544,132.95285,4.844,,-8.735,26.954,,10.42,1.728,17.419,39.017,7.171,6.641,
84,49,In,8.215,13.41,132.93831,5.581,31.662,-7.909,21.46,-30.963,11.011000000000001,3.124,14.489,28.394000000000002,8.466,8.518,-6.12
83,50,Sn,8.310088,8.049623,132.923913756,9.751940000000001,30.232860000000002,-10.24075,12.06324,-27.899,0.6900700000000001,2.39865,15.75131,16.76969,7.86196,3.87338,-4.10989
82,51,Sb,8.364728999999999,4.013619,132.91527213,13.08474,25.47641,-8.510700000000002,6.934760000000001,-23.80093,-1.8066300000000002,7.3595500000000005,9.665930000000001,9.14743,9.051870000000001,6.072760000000001,-3.39389
81,52,Te,8.389025,2.921139,132.910963332,13.86874,20.250490000000003,-4.77113,4.70645,-13.679549999999999,-5.30495,5.82025,10.59082,4.61649,9.755090000000001,4.21261,2.84149
80,53,I,8.405106,1.7853109999999999,132.907827361,14.55818,18.4548,-3.65387,2.21267,-13.51196,-4.65062,8.226090000000001,7.95905,-0.36388,10.063559999999999,6.35874,2.07382
79,54,Xe,8.412647000000002,0.42736,132.90591075,15.37265,17.0105,-3.0636799999999997,-0.08996,-9.74436,-8.562209999999999,6.435930000000001,9.229049999999999,-5.225359999999999,10.509950000000002,4.15662,5.35578
78,55,Cs,8.409977999999999,-0.517319,132.905451961,16.154780000000002,15.20616,-1.98872,-2.57655,-9.65641,-7.70723,8.98957,6.08094,-10.13335,11.05343,6.67359,4.51161
77,56,Ba,8.400206,-2.05923,132.906007325,17.012520000000002,13.718,-1.28247,-5.1354,-5.56362,-11.901280000000002,7.18991,7.6899,-15.22124,11.21598,4.21019,7.97325
76,57,La,8.378841000000001,-3.076168,132.908218,17.86776,12.01354,-0.42005000000000003,-7.5568,-5.63067,-11.0948,9.842049999999999,4.34834,-20.086740000000002,11.90015,6.631220000000001,7.051760000000001
75,58,Ce,8.349829,-4.480634,132.911520402,18.85241,10.31242,0.22007,-10.085840000000001,-1.27217,-15.262080000000001,8.018640000000001,5.9835400000000005,-25.187,12.06185,4.07321,10.48973
74,59,Pr,8.310258,-5.605207999999999,132.916330561,19.77956,8.74627,0.96208,-12.52993,-1.5029000000000001,-14.58309,10.78144,2.7556599999999998,-30.702,12.481670000000001,6.34938,9.33619
73,60,Nd,8.262231,-6.924726,132.922348,20.706970000000002,7.20187,1.53021,-15.101,2.8495500000000002,-18.776,8.977879999999999,4.393890000000001,-36.473,12.67909,3.70714,12.736930000000001
72,61,Pm,8.204283,-8.177,132.929782,21.89,5.6849300000000005,1.941,-18.172,2.53084,-18.400000000000002,11.851,1.27081,,13.071190000000001,6.05264,11.414209999999999
71,62,Sm,8.137,-9.995000000000001,132.93856,23.241,4.041,2.6590000000000003,-21.371000000000002,6.906000000000001,-23.102,10.223,2.892,,13.14,3.029,15.012
70,63,Eu,8.056000000000001,-11.376,132.94929,24.109,2.154,3.22,,7.103,,13.107000000000001,-0.554,,13.608,5.134,13.806000000000001
69,64,Gd,7.964,,132.961503,,0.305,3.715,,11.931000000000001,,,0.9480000000000001,,14.121,2.6870000000000003,17.293
86,48,Cd,8.082,12.741,133.958218,4.799,,,27.514,,10.473,3.071,,43.614000000000004,5.581,6.325,
85,49,In,8.171,14.773,133.94454,5.392,32.449,-8.388,22.36,,11.142,2.2680000000000002,15.030000000000001,32.383,9.314,8.422,-5.634
84,50,Sn,8.275171,7.586794,133.928680433,6.02984,30.748,-7.74107,16.099990000000002,-29.803,4.4184399999999995,3.63119,16.259,21.69207,6.6886,6.4553400000000005,-5.56838
83,51,Sb,8.32595,8.513200000000001,133.920535675,10.5279,26.18694,-6.56225,10.02289,-23.846,0.84526,3.1683600000000003,10.43563,12.870610000000001,13.23681,8.10808,-0.34911000000000003
82,52,Te,8.383643000000001,1.509687,133.911396379,13.488190000000001,20.56514,-4.82645,5.59208,-18.94883,-4.7468,7.66794,10.89921,6.41611,7.812340000000001,4.31171,0.37723
81,53,I,8.389071,4.082393,133.909775663,14.48257,18.9861,-4.18267,2.84773,-12.4089,-4.47117,6.25649,8.395280000000001,1.1752200000000002,11.85556,6.03164,3.58437
80,54,Xe,8.413699000000001,-1.234667,133.905393033,14.98949,17.515580000000003,-3.19779,0.82403,-12.47767,-8.12621,8.55357,9.55653,-3.2929299999999997,8.28847,4.18094,2.73159
79,55,Cs,8.398646000000001,2.0586990000000003,133.906718503,15.881110000000001,15.76561,-2.37993,-1.6725,-8.321860000000001,-7.40886,6.89154,6.53655,-8.36316,13.09861,6.3864600000000005,6.19796
78,56,Ba,8.408171000000001,-3.7312040000000004,133.904508399,16.65747,14.24883,-1.49431,-4.11696,-8.59525,-11.526790000000002,9.467559999999999,8.16789,-13.303420000000001,8.91363,3.97299,5.11011
77,57,La,8.374488,-0.38576,133.908514011,17.63763,12.64391,-0.74382,-6.69066,-4.43669,-10.87175,7.79558,4.95401,-18.4799,13.92717,6.329140000000001,8.486540000000002
76,58,Ce,8.365771,-6.304898000000001,133.908928142,18.504630000000002,10.97581,0.0037400000000000003,-9.186459999999999,-4.56825,-14.96663,10.48599,6.627479999999999,-23.457,9.60157,3.8004200000000004,7.49724
75,59,Pr,8.312880999999999,-2.881559,133.915696729,19.44317,9.382280000000002,0.6744600000000001,-11.78924,-0.32258,-14.26694,8.66173,3.39875,-28.6,14.65371,6.0445,10.88767
74,60,Nd,8.285538,-8.907681,133.91879021,20.36326,7.75348,1.3515599999999999,-14.27,-0.51719,-18.3101,11.38538,4.99782,-34.344,10.291830000000001,3.5182800000000003,9.70841
73,61,Pm,8.213225000000001,-5.363,133.928353,21.254,6.08924,2.01179,-16.811,3.90986,-17.579,9.402420000000001,1.69535,,15.397860000000001,5.89334,13.208309999999999
72,62,Sm,8.167,-11.448,133.93411,22.44,4.5280000000000005,2.795,-20.074,3.6670000000000003,-22.211000000000002,12.216000000000001,3.257,,10.962,3.148,12.038
71,63,Eu,8.076,-8.626,133.9464,23.87,2.878,3.043,,8.191,-22.14,10.763,-0.014,,15.862,5.069,15.379
70,64,Gd,8.006,,133.95566,,0.801,3.779,,8.64,,13.514000000000001,1.355,,11.609,2.832,14.477
86,49,In,8.132,14.104000000000001,134.95005,5.207,,-8.573,23.162,,11.834,2.939,14.897,37.251,8.103,8.599,-7.0920000000000005
85,50,Sn,8.230687,9.058079,134.934908605,5.901,31.29,-7.83819,17.09654,-29.002,5.31698,2.26981,16.261,25.78091,7.542,6.643350000000001,-4.722
84,51,Sb,8.291989,8.038457000000001,134.925184357,6.90945,26.804000000000002,-4.09021,14.08882,-25.319,4.772100000000001,3.7411,10.545549999999999,17.89132,11.89436,11.720270000000001,-1.6323800000000002
83,52,Te,8.345737999999999,6.050366,134.916554718,10.93429,21.432840000000002,-2.88912,8.684370000000001,-18.584,-1.7566700000000002,3.26636,10.997209999999999,10.12172,11.90553,6.77055,4.46416
82,53,I,8.38476,2.634005,134.910059382,14.06352,19.433580000000003,-4.22266,3.8025,-17.04757,-3.72464,7.80703,8.534370000000001,2.86417,9.868780000000001,6.2731,1.50253
81,54,Xe,8.398476,1.168492,134.907231661,14.91221,18.053970000000003,-3.62705,1.43735,-11.168379999999999,-7.593310000000001,6.35865,9.65869,-1.79698,10.15592,4.15439,4.42144
80,55,Cs,8.401335999999999,0.268855,134.905977234,15.653350000000001,16.30132,-2.56385,-0.9383300000000001,-10.82718,-6.70311,8.76181,6.74479,-6.64578,10.77273,6.56137,3.76825
79,56,Ba,8.397533,-1.207181,134.905688606,16.43952,14.784870000000002,-1.8618599999999998,-3.23433,-7.01365,-10.70317,6.97196,8.24831,-11.63689,10.93124,4.16624,7.07487
78,57,La,8.382795,-2.027146,134.906984568,17.29157,13.15033,-1.00945,-5.70746,-7.04113,-9.88174,9.49598,4.982430000000001,-16.591240000000003,11.6211,6.655760000000001,6.15577
77,58,Ce,8.361984000000001,-3.68031,134.909160799,18.34059,11.6405,-0.35736,-8.40256,-2.95529,-14.1595,7.8546000000000005,6.68649,-21.75896,11.589020000000001,3.9715300000000004,9.465250000000001
76,59,Pr,8.328928,-4.722252,134.913111774,19.14091,10.01942,0.40848,-10.883790000000001,-3.00618,-13.36075,10.479190000000001,3.39194,-26.788,12.19316,6.39909,8.434190000000001
75,60,Nd,8.288153000000001,-6.161534,134.91818132,20.02387,8.37334,1.0699100000000001,-13.35639,1.3303099999999999,-17.54618,8.63849,4.97459,-31.823,12.434780000000002,3.8779000000000003,11.903690000000001
74,61,Pm,8.236717,-7.19486,134.924796,20.78706,6.6924399999999995,1.8236700000000001,-15.904,1.1869500000000002,-16.747,11.38464,1.69461,-37.227000000000004,12.991100000000001,6.23779,10.82178
73,62,Sm,8.177626,-8.709,134.93252,21.769000000000002,5.10278,2.4859,-18.467,5.50025,-21.0,9.552,3.4074400000000002,,13.26124,3.634,14.21499
72,63,Eu,8.107,-9.757,134.94187,23.054000000000002,3.318,3.088,-21.322,5.3020000000000005,-20.917,12.291,0.061,,13.794,5.796,13.126
71,64,Gd,8.029,-11.565,134.952345,24.673000000000002,1.737,3.318,,9.697000000000001,,11.159,1.7510000000000001,,13.557,2.674,16.335
70,65,Tb,7.938,,134.96476,,0.167,4.0200000000000005,,9.814,,,-1.188,,13.745000000000001,,15.021
87,49,In,8.087,15.389000000000001,135.956511,4.992,,-9.145,23.997,,12.051,2.053,,39.035000000000004,9.121,8.274000000000001,
86,50,Sn,8.195,8.608,135.93999,5.6080000000000005,31.557000000000002,-8.06,18.526,,5.72,3.338,16.66,30.53,6.473,6.429,-6.333
85,51,Sb,8.252252,9.918389,135.930749011,6.628970000000001,27.424,-4.52025,15.03833,-25.268,5.15058,2.88787,11.16361,21.83182,12.63767,11.23105,-1.397
84,52,Te,8.319429,5.1199449999999995,135.920101182,8.03416,22.56946,-0.30363999999999997,12.00389,-21.082,1.28256,4.767810000000001,12.02392,14.46165,10.30608,9.362290000000002,2.0950100000000003
83,53,I,8.351323,6.883945,135.914604695,11.64442,20.102610000000002,-2.3348600000000004,6.79348,-17.14386,-1.2033800000000001,3.83739,9.1054,6.49226,13.69933,8.25596,5.02469
82,54,Xe,8.396188,-0.090462,135.907214476,14.445969999999999,18.47336,-3.66589,2.4577600000000004,-15.98935,-6.91883,8.08733,9.938979999999999,0.07920999999999999,8.32508,4.29316,2.15436
81,55,Cs,8.38977,2.5482240000000003,135.90731159,15.59018,16.87321,-3.06012,-0.30122000000000004,-9.84852,-6.559520000000001,6.82837,7.21452,-4.998340000000001,12.49793,6.1689300000000005,5.16596
80,56,Ba,8.402754999999999,-2.8494430000000004,135.904575959,16.079700000000003,15.33904,-2.03288,-2.37855,-9.76274,-10.31492,9.10774,8.59425,-9.687629999999999,8.715040000000002,4.04806,4.40305
79,57,La,8.37605,0.470893,135.907634962,16.96146,13.72427,-1.3097100000000002,-4.69712,-5.74481,-9.49263,7.4654799999999994,5.47595,-14.86756,13.623180000000001,6.38019,7.679850000000001
78,58,Ce,8.37376,-5.168017,135.907129438,17.81812,12.13646,-0.49827,-7.30909,-5.94684,-13.64383,9.96352,7.15403,-19.69748,9.42108,3.85007,6.6916400000000005
77,59,Pr,8.330008,-2.141068,135.912677532,18.955000000000002,10.69965,-0.04162,-10.170440000000001,-1.98601,-13.19806,8.47581,4.01315,-25.097,14.20334,5.94191,9.80043
76,60,Nd,8.308512,-8.029371000000001,135.914976064,19.695490000000003,8.94434,0.84669,-12.3884,-1.87209,-17.218529999999998,11.05699,5.5524,-30.11,10.03951,3.60235,8.86533
75,61,Pm,8.24372,-4.359026,135.923595949,20.5738,7.21987,1.63262,-14.926,2.47698,-16.38402,9.18916,2.24528,-35.04,15.18732,6.02651,12.41407
74,62,Sm,8.205916,-10.567,135.928275555,21.577,5.7424,2.19,-17.721,2.11375,-20.734,12.02499,4.04779,,10.638670000000001,3.46081,11.16788
73,63,Eu,8.122,-7.154,135.93962,22.458000000000002,4.083,2.959,-20.114,6.519,-19.925,10.167,0.675,,15.843,5.851,14.81
72,64,Gd,8.064,-12.96,135.9473,23.93,2.2920000000000003,3.565,,6.479,-24.336000000000002,12.771,2.231,,11.549,3.0100000000000002,13.788
71,65,Tb,7.963,,135.961213,,0.78,3.646,,10.729000000000001,,11.376,-0.972,,15.883000000000001,4.594,16.753
88,49,In,8.047,14.748000000000001,136.962383,4.655,,,25.02,,12.788,2.602,,41.316,,8.744,
87,50,Sn,8.149000000000001,10.272,136.94655,5.299,,-8.293000000000001,19.515,,6.647,1.961,16.568,32.595,7.4510000000000005,6.736,-5.222
86,51,Sb,8.218476,9.243369000000001,136.935522522,6.5127,28.11,-5.021,16.29587,-26.84,6.29357,3.62482,11.450000000000001,26.48522,11.28267,11.23742,-2.753
85,52,Te,8.280235000000001,7.052506,136.925599357,7.71761,23.24945,-0.8547899999999999,13.079649999999999,-20.694,2.17014,2.9498,12.085840000000001,18.41748,11.09738,9.58084,2.7764
84,53,I,8.326002,6.027145000000001,136.91802818,8.71975,21.24388,0.14233,10.189350000000001,-19.13835,2.00158,4.882359999999999,9.219959999999999,10.78443,12.08333,11.041540000000001,3.31068
83,54,Xe,8.364286,4.162203000000001,136.911557773,12.11289,19.23257,-1.8712,5.33783,-15.247110000000001,-4.116020000000001,4.0255600000000005,10.12716,3.53518,12.10655,6.52408,5.79674
82,55,Cs,8.388956,1.175629,136.907089464,15.1066,17.3444,-3.1122600000000005,0.59508,-14.28936,-5.73,8.278229999999999,7.40542,-3.3439099999999997,10.57835,6.44427,3.14422
81,56,Ba,8.391827,-0.580547,136.905827375,16.013370000000002,15.886030000000002,-2.50258,-1.80265,-8.58105,-9.75507,6.90563,8.67151,-8.13667,10.571209999999999,4.03397,6.05099
80,57,La,8.381879000000001,-1.2221,136.906450618,16.64001,14.13699,-1.4946700000000002,-3.939,-8.09096,-8.703629999999999,9.17453,5.54274,-13.06784,11.420620000000001,6.673220000000001,5.39687
79,58,Ce,8.367248,-2.716895,136.907762596,17.44505,12.646030000000001,-0.78989,-6.334020000000001,-4.32064,-12.64955,7.48153,7.1700800000000005,-17.89206,11.435540000000001,4.16412,8.67767
78,59,Pr,8.341706,-3.6171260000000003,136.910679304,18.40847,11.13632,-0.13223,-9.12884,-4.453180000000001,-12.07372,9.93265,3.98229,-23.0558,12.12528,6.49525,7.66336
77,60,Nd,8.309593000000001,-5.511719,136.914562448,19.51359,9.54634,0.40873000000000004,-11.558040000000002,-0.36517000000000005,-16.485970000000002,8.4566,5.533180000000001,-28.371000000000002,12.062100000000001,3.80748,10.89472
76,61,Pm,8.263651,-6.046323,136.920479522,20.16341,7.714930000000001,1.4398199999999999,-13.926950000000001,-0.02146,-15.33328,10.97425,2.1625300000000003,-33.106,12.85157,6.43764,10.101540000000002
75,62,Sm,8.213806,-7.88063,136.926970517,21.31194,6.39086,1.8809300000000002,-16.813,3.88379,-19.854,9.286950000000001,4.14558,,12.736360000000001,3.57628,13.266309999999999
74,63,Eu,8.150573,-8.932,136.935430722,22.141000000000002,4.67176,2.83684,-19.179000000000002,3.73505,-19.127,11.974,0.62398,,13.42213,6.094,12.23926
73,64,Gd,8.08,-10.246,136.94502,22.966,2.934,3.593,,8.308,-23.155,10.195,2.259,,13.645,3.579,15.809000000000001
72,65,Tb,7.9990000000000006,,136.95602,24.284,1.397,3.844,,7.988,,12.909,-0.834,,14.134,5.199,14.607000000000001
88,50,Sn,8.113,9.36,137.95184,5.104,,-8.366,20.835,,7.128,3.144,17.11,35.111000000000004,6.36,6.531,
87,51,Sb,8.175091,11.475582000000001,137.941792,5.85616,28.289,-4.985,17.7595,-26.469,7.01203,2.2313400000000003,11.721,28.666529999999998,12.389000000000001,11.2759,-2.0460000000000003
86,52,Te,8.252578,6.283914,137.929472454,7.41335,24.375,-1.6871500000000001,14.276250000000001,-23.197,2.58896,4.463550000000001,12.92457,22.56565,9.521700000000001,8.85839,0.58266
85,53,I,8.292444,7.992334,137.922726394,8.57732,22.05096,-0.38427,10.90704,-19.20849,2.33219,3.69496,9.96512,14.539280000000002,13.15618,10.61293,3.3568200000000004
84,54,Xe,8.34469,2.9147040000000004,137.914146271,9.685709999999998,20.12491,0.13659000000000002,8.2894,-17.95745,-1.49794,5.66015,10.904950000000001,7.5986899999999995,10.283790000000002,8.670969999999999,3.4029499999999997
83,55,Cs,8.360142,5.3747,137.911017207,12.69087,17.91966,-1.26842,3.63224,-13.81965,-3.2370200000000002,4.412649999999999,7.7925,0.24698,14.25303,8.390270000000001,6.538609999999999
82,56,Ba,8.39342,-1.742458,137.905247229,15.51735,16.41042,-2.56073,-0.69072,-13.167200000000001,-9.19227,8.61172,9.005,-6.24333,8.787870000000002,4.184060000000001,3.79791
81,57,La,8.375125,1.051742,137.907117834,16.62434,14.758420000000001,-2.05294,-3.38526,-7.26254,-8.67191,7.44981,6.08692,-11.578700000000001,13.07855,6.19537,6.70886
80,58,Ce,8.377077,-4.437,137.905988743,17.205180000000002,13.261940000000001,-1.0459800000000001,-5.55261,-7.13866,-12.44055,9.72365,7.7192,-16.07316,9.17736,3.93645,5.92598
79,59,Pr,8.339255,-1.115612,137.910752059,17.9362,11.67438,-0.34019,-8.19344,-3.2822,-11.62067,8.00355,4.504300000000001,-21.38425,14.08526,6.3463,9.1558
78,60,Nd,8.325502,-7.077827,137.911949717,18.961660000000002,10.08788,0.38966,-10.52055,-3.38869,-16.01678,10.50506,6.10559,-26.218,10.03285,3.78161,8.24426
77,61,Pm,8.268544,-3.442721,137.919548077,19.9132,8.17807,1.16259,-13.190809999999999,0.97224,-14.985280000000001,8.93895,2.6448899999999997,-31.272000000000002,14.969610000000001,6.137180000000001,11.64178
76,62,Sm,8.237928,-9.748093,137.92324399,20.82951,6.87642,1.7237500000000001,-15.698,0.79783,-19.423180000000002,11.54255,4.71389,-36.567,10.382959999999999,3.41837,10.36225
75,63,Eu,8.16162,-5.949,137.933709,21.649,5.1577,2.5641700000000003,-18.081,5.03421,-18.607,9.67509,1.01211,,15.77203,5.9716000000000005,13.94881
74,64,Gd,8.113,-12.132,137.940096,22.853,3.567,3.1510000000000002,-20.869,4.937,-22.904,12.658,2.943,,11.154,3.212,12.703
73,65,Tb,8.019,-8.737,137.95312,23.681,2.003,3.835,,9.188,,10.773,-0.256,,16.132,5.586,16.126
72,66,Dy,7.95,,137.9625,,0.419,3.947,,8.994,,,1.2530000000000001,,11.91,2.759,15.106
89,50,Sn,8.066,11.348,138.958733,4.7940000000000005,,,21.765,,7.7090000000000005,1.651,,37.205,7.311,6.934,
88,51,Sb,8.142,10.417,138.94655,5.871,29.326,-5.6850000000000005,18.683,,7.836,3.6390000000000002,12.217,30.913,10.711,10.975,-3.632
87,52,Te,8.211771,8.265882,138.935367193,7.04395,24.995,-1.99774,15.4395,-22.633,3.70351,2.5804,13.27364,24.70868,10.566120000000002,9.16586,1.34
86,53,I,8.265609000000001,7.173622000000001,138.926493403,8.25733,22.988509999999998,-1.20555,12.22997,-21.53952,3.42996,4.56237,10.06394,18.75526,11.543600000000001,10.818370000000002,1.6823299999999999
85,54,Xe,8.31159,5.056346,138.918792203,9.40381,20.91876,-0.34071,9.26918,-17.237560000000002,-0.82896,3.7436599999999998,10.95365,11.30329,11.42249,8.76469,4.427090000000001
84,55,Cs,8.342338,4.212829,138.913363992,10.29795,18.9226,0.65331,6.52529,-16.00999,-0.5106,5.8853,8.01766,4.11788,12.39329,10.592290000000002,4.49069
83,56,Ba,8.367017,2.312461,138.908841334,13.33515,17.10829,-0.92552,2.03411,-12.23049,-6.465890000000001,4.7234300000000005,9.31578,-2.89981,12.34266,6.289,7.161810000000001
82,57,La,8.378025,-0.27835000000000004,138.906358804,16.22816,15.25855,-2.0694899999999996,-2.40741,-11.62825,-7.72661,8.778350000000001,6.25354,-9.72573,11.20583,6.524760000000001,4.75889
81,58,Ce,8.370395,-2.129064,138.906657625,17.17191,13.80457,-1.52228,-4.9339200000000005,-5.97519,-11.88526,7.44826,7.71765,-14.567639999999999,10.90363,3.9536700000000002,7.58546
80,59,Pr,8.349449,-2.8048560000000005,138.90894327,17.75974,12.25605,-0.6004,-7.31832,-5.58859,-10.87181,9.75619,4.53685,-19.420759999999998,11.8106,6.55363,6.86508
79,60,Nd,8.323642,-4.51346,138.911954407,18.57201,10.673290000000001,0.17731,-9.63372,-1.7319900000000001,-15.14478,8.06695,6.16899,-24.382,11.89856,4.19047,10.14083
78,61,Pm,8.285543,-5.1202630000000005,138.916799806,19.57027,8.87673,1.0104600000000001,-12.102440000000001,-1.65553,-14.074040000000002,10.63132,2.77114,-29.37,12.79489,6.56286,9.486270000000001
77,62,Sm,8.243078,-6.982177,138.922296634,20.496330000000004,7.37359,1.40847,-14.749,2.34912,-18.70187,8.95377,4.72871,-34.739,12.403440000000002,3.65375,12.46547
76,63,Eu,8.187218,-7.767,138.92979231,21.39478,5.9031400000000005,2.22912,-17.268,2.2534699999999996,-17.669,11.71969,1.18925,,13.339290000000002,6.2768999999999995,11.418270000000001
75,64,Gd,8.126,-9.501,138.93813,22.561,4.183,2.801,-19.990000000000002,6.577,-22.034,9.903,3.1710000000000003,,13.225,3.476,14.826
74,65,Tb,8.052,-10.489,138.94833,23.306,2.562,3.593,,6.33,-21.271,12.533,-0.381,,13.794,5.823,13.76
73,66,Dy,7.971,,138.95959,,1.006,4.324,,10.870000000000001,,10.782,1.262,,14.036,3.352,17.094
89,51,Sb,8.1,12.638,139.95283,5.861,,-5.854,19.668,,8.195,2.222,12.788,33.112,11.633000000000001,10.714,-3.2520000000000002
88,52,Te,8.184847,7.029985,139.939262917,7.022880000000001,26.293,-3.102,16.410220000000002,-25.425,3.82341,4.44247,14.077,26.69313,8.35498,8.34821,-1.141
87,53,I,8.229473,9.380238,139.931715917,7.76895,23.96375,-1.52425,13.44389,-21.107,3.9670500000000004,3.20658,10.69011,20.70966,12.80058,10.56159,2.1005700000000003
86,54,Xe,8.290887000000001,4.063654,139.921645817,9.15685,21.86841,-0.9861000000000001,10.2829,-20.070349999999998,-0.35685000000000006,5.413189999999999,11.80447,15.08964,9.70425,8.23386,1.9637
85,55,Cs,8.314325,6.219249,139.917283305,10.3058,19.64815,0.07019,7.265770000000001,-15.868120000000001,-0.20767,4.4205,8.6945,7.63798,13.63293,10.19735,4.9525500000000005
84,56,Ba,8.35316,1.0465170000000001,139.910606666,11.150350000000001,17.87506,0.73489,4.80674,-14.91375,-4.11446,6.42692,9.8574,0.98956,10.328389999999999,8.140310000000001,4.76045
83,57,La,8.355047,3.760218,139.909483184,13.93933,16.006870000000003,-0.40209,0.37222000000000005,-10.903920000000001,-5.43933,5.1609799999999995,6.69109,-6.10216,14.65657,8.26942,7.87614
82,58,Ce,8.376316999999998,-3.388,139.905446424,16.6478,14.392389999999999,-1.61408,-3.81718,-10.45131,-11.328610000000001,9.19954,8.13885,-12.62015,9.1539,3.92865,5.29155
81,59,Pr,8.346529,-0.42917700000000003,139.909083592,17.6968,12.74685,-1.07553,-6.47438,-4.750850000000001,-10.74546,7.9406099999999995,5.0292,-17.702150000000003,13.593639999999999,6.09455,8.099
80,60,Nd,8.337875,-6.0452,139.909544332,18.38324,11.26593,-0.17546,-8.80298,-4.600020000000001,-14.82975,10.31629,6.72908,-22.47664,9.58582,3.8068400000000002,7.30608
79,61,Pm,8.289107,-2.757777,139.916034122,19.415860000000002,9.657729999999999,0.7017300000000001,-11.227780000000001,-0.68388,-13.90481,8.78455,3.48874,-27.73144,14.5154,6.23491,10.63438
78,62,Sm,8.263819999999999,-8.47,139.918994717,20.100810000000003,8.01557,1.31844,-13.67366,-0.73096,-18.12921,11.14703,5.24442,-32.626,10.195350000000001,3.4809699999999997,9.775030000000001
77,63,Eu,8.197732,-5.203664,139.928087637,21.3789,6.6233900000000006,1.75906,-16.50366,3.22558,-17.426000000000002,9.65921,1.89469,-37.727000000000004,15.222629999999999,5.90465,12.73331
76,64,Gd,8.154975,-11.3,139.933674,22.125,4.86245,2.6037,-18.952,3.30898,-21.723,12.222,3.6732,,10.6782,3.22768,11.89066
75,65,Tb,8.068672,-7.652,139.945805049,22.956,3.31054,3.336,-21.223,7.6268,-20.912,10.423,0.14,,16.029,5.595,15.310020000000002
74,66,Dy,8.008000000000001,-13.571,139.95402,24.042,1.608,3.835,,7.5120000000000005,,13.26,1.989,,11.549,3.001,14.030000000000001
73,67,Ho,7.906000000000001,,139.968589,,0.168,4.446,,11.583,,,-1.0939,,16.383,,17.355
90,51,Sb,8.066,11.377,140.958014,5.464,,-6.495,20.817,,9.395,3.242,,35.368,10.041,10.615,
89,52,Te,8.141,9.44,140.9458,6.425,26.625,-3.124,17.71,,5.048,1.982,13.837,29.246000000000002,10.012,8.597,0.02
88,53,I,8.202255,8.270642,140.935666084,7.59834,24.716,-2.2911900000000003,14.550870000000002,-23.277,4.98848,4.3917600000000006,10.6394,23.00498,10.98922,10.633379999999999,-0.05985
87,54,Xe,8.255364,6.2802240000000005,140.926787184,8.69536,22.570169999999997,-1.31846,11.53533,-18.910040000000002,0.78149,3.2821599999999997,11.88006,17.23562,10.984459999999999,8.64666,3.14509
86,55,Cs,8.294356,5.255103,140.920045086,9.91924,20.584509999999998,-0.54618,8.45411,-18.16028,0.72051,5.49874,8.780040000000001,11.538120000000001,11.87786,10.35877,3.1487800000000004
85,56,Ba,8.326077999999999,3.1990100000000004,140.9144035,10.96151,18.66599,0.22586,5.70029,-14.03515,-3.4880700000000004,4.534590000000001,9.97149,4.46,11.6791,8.01837,5.886010000000001
84,57,La,8.343217000000001,2.5012800000000004,140.910969222,11.84806,16.80866,1.18906,3.08401,-13.1705,-2.92686,6.68708,6.95125,-2.40871,12.69292,10.19406,5.6017
83,58,Ce,8.355407999999999,0.5827279999999999,140.908283987,14.627690000000001,15.09711,-0.1366,-1.24029,-9.452530000000001,-8.816139999999999,5.428140000000001,8.40602,-9.49901,12.504100000000001,5.95032,8.47512
82,59,Pr,8.353992,-1.823014,140.907658403,17.33948,13.367370000000001,-1.2998699999999999,-5.49272,-8.98874,-9.82805,9.39887,5.22853,-16.09001,11.64302,6.41933,6.14994
81,60,Nd,8.335515,-3.669709,140.909615488,18.32132,11.822709999999999,-0.69896,-8.25872,-3.4055100000000005,-14.05024,8.00504,6.79351,-20.96841,11.336969999999999,3.80535,9.024690000000001
80,61,Pm,8.30394,-4.589011999999999,140.913555084,19.16507,10.28206,0.25386000000000003,-10.597290000000001,-3.1238,-13.1383,10.38053,3.5529800000000002,-25.982080000000003,12.201830000000001,6.359439999999999,8.2574
