N,Z,element,be_per_a,beta_decay_energy,atomic_mass,s2n,s2p,qa,q2b,qep,qbn,s1n,s1p,q4b,qda,qpa,qna
66,61,Pm,8.052,,126.951358,,1.817,2.495,,7.7250000000000005,,13.631,-0.781,,13.471,4.384,13.488
82,46,Pd,8.137,10.32,127.952345,8.743,,-13.226,22.848,,6.188,5.2410000000000005,17.949,38.971000000000004,3.521,2.303,-10.374
81,47,Ag,8.211,12.528,127.941266,10.133000000000001,32.088,-12.425,19.48,-28.269000000000002,5.96,4.132,14.779,29.919,7.791,4.113,-7.234
80,48,Cd,8.3032367,6.9518716000000005,127.927816778,11.1251541,30.026,-11.263,16.1231847,-27.307000000000002,1.5703337,6.5683641,15.878,21.7555485,4.1930000000000005,2.1457492000000005,-7.632000000000001
79,49,In,8.3514361,9.171313099999999,127.920353637,12.5233758,28.048000000000002,-10.3850819,10.439735,-22.829,1.2081431,5.3815379000000005,12.7378887,13.547913500000002,8.7764174,4.0220286000000005,-4.0237755
78,50,Sn,8.4169749,1.2684219,127.910507828,13.4889304,25.6836449,-9.086909200000001,5.6323638,-21.909201799999998,-4.7344539999999995,7.96317,13.770504,6.4991045000000005,5.1587543,1.9149332,-4.3669375
77,51,Sb,8.4207724,4.3639418999999995,127.909146121,14.3793523,21.398416700000002,-6.1869891,3.1081785,-15.0389259,-4.4206729,6.0028758,8.4492449,1.301921,12.0960909,6.1278608000000006,1.4288583000000001
76,52,Te,8.4487536,-1.2557634,127.904461237,15.072262,17.556600200000002,-3.187234,0.8667406999999999,-12.8131868,-8.0818949,8.7846148,9.5844707,-3.624638,8.110149,4.1253554999999995,2.546266
75,53,I,8.4328309,2.1225041,127.905809355,15.9701698,15.922836799999999,-2.5438773,-1.8062575,-8.3287073,-7.488465000000001,6.826131500000001,6.7465044,-9.1125913,13.0369445,6.147818900000001,6.1634659
74,54,Xe,8.443300800000001,-3.9287617,127.90353075341,16.856783500000002,14.374308800000001,-1.7613085000000002,-4.4913787,-8.8690085,-11.6918254,9.6109692,8.1662886,-14.326609000000001,8.7607692,3.8395448,4.8076618
73,55,Cs,8.406495300000001,-0.5626171000000001,127.907748452,17.7237258,12.5992183,-0.9921338,-7.306333700000001,-4.2375269,-11.185135700000002,7.7630638,4.8998605,-19.6010091,13.9254213,6.1316432999999995,8.550653500000001
72,56,Ba,8.3959878,-6.7437167,127.908352446,18.841878400000002,10.800710800000001,-0.12666650000000002,-9.8352303,-4.3372434,-15.5443572,10.6225186,6.4180997,-24.839000000000002,9.6923344,3.5846419000000003,7.4766074
71,57,La,8.337190399999999,-3.0915136000000003,127.915592123,19.7945993,8.8526981,0.6907057,-12.294675300000002,0.32561700000000005,-14.717413200000001,8.8006405,3.0964549000000003,-30.406000000000002,14.7552814,5.9075922,11.1107056
70,58,Ce,8.3069259,-9.2031617,127.918911,20.8559963,7.4419542000000005,1.1309445,-15.004,-0.0049413,-19.062,11.6258996,4.9267799000000005,-36.384,10.1503574,3.0896223000000003,9.781452799999999
69,59,Pr,8.2289141,-5.8,127.928791,22.150000000000002,5.93523,1.5029377,-18.111,4.2763818,-18.492,9.859,1.6403908,,15.2006086,5.191,13.075130999999999
68,60,Nd,8.177,-12.311,127.935018,23.293,4.288,1.961,-21.381,4.16,-23.292,12.692,3.2760000000000002,,10.504,2.404,11.774000000000001
67,61,Pm,8.075,-9.07,127.948234,24.613,2.474,2.5060000000000002,,9.035,,10.981,-0.401,,15.871,4.714,15.497
66,62,Sm,7.998,,127.957971,,0.34800000000000003,3.255,,9.471,,,1.129,,11.311,,14.566
83,46,Pd,8.086,13.99,128.959334,6.803,,-11.935,25.242,,8.759,1.561,17.829,42.71,6.561,4.184,
82,47,Ag,8.188,11.252,128.944315,9.363,32.718,-12.465,20.965,-31.819,7.297,5.231,14.769,32.759,6.061,4.784,-9.024000000000001
81,48,Cd,8.2695311,9.712747100000001,128.932235597,10.5235788,30.48,-11.587,17.4684551,-26.021,2.9966569,3.9552147,15.701,23.8827425,6.238,2.462,-5.686
80,49,In,8.338759,7.7557081,128.921808534,12.0976281,28.763,-10.7398656,11.7944954,-25.413,2.4552229000000003,6.7160902,12.885614799999999,15.6722874,6.6171173,4.2848935,-6.468
79,50,Sn,8.392816100000001,4.0387874,128.91348244,13.2636551,26.4273399,-9.6674226,6.4142874,-20.6413228,-4.0320632000000005,5.3004851,13.6894512,8.1054729,7.000107,2.0828354,-2.6884676
78,51,Sb,8.418059800000002,2.3755,128.909146623,14.073726500000001,22.327429499999997,-6.6419923,3.8777919,-17.7282386,-3.7069087,8.0708506,8.5569255,2.8696658000000004,9.551000700000001,6.2498065,-1.173605
77,52,Te,8.4304098,1.5022919,128.906596419,14.8670235,18.1132485,-3.5361428000000004,1.6911856,-10.932425499999999,-7.3381720999999995,6.0824087,9.664003600000001,-1.9440184999999999,10.404216700000001,4.2523064999999995,4.656653500000001
76,53,I,8.435990799999999,0.1888936,128.904983643,15.6665955,16.386824400000002,-2.6769981,-1.0081261,-11.1662955,-6.7179599,8.840464,6.802353600000001,-7.183635100000001,10.4841277,6.4210467,3.5323616
75,54,Xe,8.4313904,-1.1970197,128.90478085742,16.5178227,14.993515100000002,-2.0991917,-3.6352041,-6.9912473,-10.835615200000001,6.9068535,8.2470107,-12.408565699999999,10.997954,4.0784819,7.0145001
74,55,Cs,8.4160465,-2.4381843,128.90606591,17.401659199999997,13.0937754,-1.087942,-6.175509,-7.0499909,-10.2012125,9.6385955,4.9274868,-17.7254843,11.5326402,6.5113921,6.057848600000001
73,56,Ba,8.3910811,-3.7373247000000003,128.908683409,18.3855468,11.317924699999999,-0.28642090000000003,-8.773361699999999,-2.4893025,-14.5067449,7.7630282,6.4180641,-22.686,11.889968300000001,4.1538724,9.7319234
72,57,La,8.3560449,-5.036037,128.912695592,19.570060700000003,9.6614562,0.34128539999999996,-11.5499753,-2.6807395,-13.860933800000002,10.7694202,3.2433565,-28.144000000000002,12.205221,6.2104273999999995,8.673544099999999
71,58,Ce,8.3109411,-6.5139382999999995,128.918102,20.450796300000004,8.0474911,0.9565560000000001,-13.913,1.7926805,-18.0280585,8.824896800000001,4.9510362,-33.958,12.3194195,3.5500268999999998,12.0288114
70,59,Pr,8.254380800000002,-7.399,128.925095,21.373,6.455391400000001,1.5610107,-16.594,1.5629021,-17.315,11.5141203,1.5286115,,12.9165851,5.911054600000001,10.846312099999999
69,60,Nd,8.191,-9.195,128.933038,22.607,4.974,1.858,-20.045,5.87,-22.227,9.916,3.333,,12.879,2.813,14.092
68,61,Pm,8.114,-10.85,128.942909,24.013,3.215,2.465,,5.862,-22.101,13.032,-0.061,,13.441,5.064,12.790000000000001
67,62,Sm,8.023,,128.954557,,0.998,3.315,,10.911,,11.251,1.399,,13.691,2.2840000000000003,16.697
83,47,Ag,8.142,15.22,129.950727,7.33,33.135,-11.123000000000001,24.009,,9.153,2.099,15.307,36.388,9.203,6.187,-6.521
82,48,Cd,8.2525868,8.7889322,129.934387563,10.0219886,31.305,-11.752,19.014619200000002,-30.526,3.6459732,6.0667739,16.536,26.2353621,4.304,2.396,-8.251
81,49,In,8.314176,10.225687,129.924952257,11.8590492,29.774,-11.611,12.3791571,-25.325,2.6127491000000003,5.142959,14.0733591,17.0296583,8.0425224,3.6987245,-5.61
80,50,Sn,8.386816999999999,2.1534702,129.913974531,12.913423000000002,27.4719138,-10.301405500000001,7.220743000000001,-24.2990461,-3.5741506,7.6129379,14.586299,9.7482577,4.768707,1.6117353,-5.7446155
79,51,Sb,8.3973641,5.0672728,129.911662686,13.7984713,22.6735123,-6.9012257,4.6505012,-16.739769199999998,-3.3521207,5.7276207,8.984061100000002,4.6140677,11.7865499,6.0479462,0.2406122
78,52,Te,8.430325100000001,-0.41677159999999996,129.906222745,14.5018022,18.569472,-3.76274,2.5275147000000002,-14.0513339,-6.9171016000000005,8.4193935,10.012546500000001,-0.0961833,7.987699,4.2093894,1.7630204
77,53,I,8.4211011,2.9442864,129.906670168,15.340794,16.8842785,-2.9679684,-0.0364335,-9.5957749,-6.3114363,6.50033,7.220274900000001,-5.3088138,12.7684125,6.2083639999999995,5.408508
76,54,Xe,8.4377314,-2.9807199,129.903509346,16.1625762,15.464623,-2.2412226,-2.623698,-10.1645612,-10.4527424,9.2557227,8.6622693,-10.4575612,8.568362800000001,3.9667976,4.0464246
75,55,Cs,8.4087848,0.3570219,129.906709281,17.110618,13.7396665,-1.4141739,-5.2723803,-5.6815495,-9.910206899999999,7.472022600000001,5.4926558000000005,-15.724290100000001,13.6715868,6.2851837999999995,7.7298644
74,56,Ba,8.405513000000001,-5.6294021,129.906326002,18.030257000000002,11.9741842,-0.5353053999999999,-7.8338632,-5.8496777,-14.0045534,10.2672287,7.0466974,-20.660537,9.3858033,3.8473057,6.710509
73,57,La,8.3561919,-2.2044611,129.912369413,19.144571499999998,10.2735438,0.2983928,-10.4519099,-1.4172953,-13.411188300000001,8.375151299999999,3.8554796000000002,-26.158,14.4525883,6.054636,10.259054899999999
72,58,Ce,8.3332164,-8.2474488,129.914736,20.031624,8.631699699999999,0.8220842,-12.8266738,-1.6510185,-17.7206655,11.2067272,5.3883432,-31.723,9.913332700000002,3.3372585,9.041444
71,59,Pr,8.2637565,-4.579225,129.92359,20.987337,7.1279676,1.3730954,-15.706,2.8591056,-16.872,9.473216700000002,2.1769314,-37.663000000000004,15.069267900000002,5.6679346,12.3670543
70,60,Nd,8.222513600000001,-11.127,129.928506,22.209,5.6402562,1.7994099000000001,-18.896,2.4022936,-21.488,12.293000000000001,4.1116447,,10.4453312,2.811,11.029506600000001
69,61,Pm,8.131,-7.7700000000000005,129.940451,23.392,3.717,2.4290000000000003,-21.957,7.015000000000001,-21.211000000000002,10.361,0.384,,15.772,5.305,14.72
68,62,Sm,8.065,-14.187000000000001,129.948792,24.693,1.748,3.255,,7.386,,13.441,1.809,,11.231,2.474,13.857000000000001
67,63,Eu,7.95,,129.964022,,-0.129,3.8120000000000003,,12.378,,,-1.528,,16.348,,17.443
84,47,Ag,8.102,14.462,130.956253,5.022,,-9.445,27.274,,12.296,2.924,15.309000000000001,41.231,7.841,8.504,-7.763
83,48,Cd,8.2061204,12.812608899999999,130.94072774,8.232254800000002,31.91,-10.416,22.0528184,-29.771,6.6234513,2.1654809,16.603,29.999261200000003,7.369,4.363,-5.175
82,49,In,8.2979544,9.2402095,130.926972839,11.332116599999999,30.732,-11.8,13.9570424,-29.416,4.0365294,6.1891576,14.1957428,19.418358,5.8085795,4.077931,-7.668
81,50,Sn,8.3625183,4.716832800000001,130.917053067,12.8166181,28.7203792,-10.9482956,7.9464426999999995,-23.435952399999998,-3.0502100000000003,5.2036802,14.647020200000002,11.1489961,6.281117,1.7895931,-4.3799316
80,51,Sb,8.3925525,3.2296099,130.911989339,13.4946636,23.724465000000002,-7.5264307,5.4613157,-19.363853,-2.69977,7.7670428000000005,9.138166,6.074162500000001,9.319992200000002,6.2440733,-2.1448928
79,52,Te,8.4112339,2.2317057,130.90852221,14.3487735,19.1983668,-4.1663596,3.2025533999999998,-12.367775900000002,-6.346151600000001,5.92938,10.2143058,1.4679367,10.1291697,4.2828853,3.7968104
78,53,I,8.4222977,0.9708477000000001,130.906126375,15.0781873,17.3912852,-3.1693493,0.6128468,-12.446011500000001,-5.633571,8.5778573,7.3787387,-3.6734626,10.2729639,6.415121500000001,2.8335266000000003
77,54,Xe,8.4237367,-0.3580009,130.90508412808,15.8601413,15.9866329,-2.5579940000000003,-1.7346167000000001,-8.3495864,-9.5851385,6.6044186,8.766358,-8.7051269,10.8044082,4.1885104,6.2266208
76,55,Cs,8.4150317,-1.3766158000000002,130.905468457,16.699160199999998,14.1263401,-1.4972732000000002,-4.2863094,-8.4083571,-8.870115799999999,9.2271376,5.464070800000001,-13.7549103,11.3513027,6.6690154,5.3288583
75,56,Ba,8.3985511,-2.9096936,130.906946315,17.7607287,12.5608306,-0.782991,-6.9705103,-4.087455,-13.1229021,7.4935,7.0681747999999995,-18.910918000000002,11.530898800000001,4.1168695,8.8279782
74,57,La,8.3703676,-4.0608167,130.91007,18.5883597,10.848156800000002,0.0458464,-9.4686009,-4.158481200000001,-12.4176695,10.2132084,3.8014593,-23.999,12.0024081,6.4639461,7.808910200000001
73,58,Ce,8.3333969,-5.4077842,130.914429465,19.5635801,9.225524400000001,0.6845912,-11.9404077,0.2593573,-16.6043017,8.3568529,5.3700448,-29.428,12.3259001,3.7810461,11.307109700000002
72,59,Pr,8.286143899999999,-6.5326235,130.92023496,20.669734100000003,7.5550648,1.1705368,-14.530000000000001,0.037739400000000006,-15.7757424,11.196517400000001,2.1667216,-34.837,12.697647300000002,6.0973167,9.971177299999999
71,60,Nd,8.2303045,-7.998,130.92724802,21.536,6.0584784,1.7863876,-17.488,4.3659018,-20.37,9.243119,3.8815470000000003,,12.7163325,3.4267785,13.412287200000002
70,61,Pm,8.163,-9.49,130.935834,22.733,4.575,2.348,-20.306,4.116,-20.142,12.372,0.463,,13.316,5.6240000000000006,12.207
69,62,Sm,8.085,-10.816,130.946022,24.093,2.483,3.205,,9.027000000000001,-24.839000000000002,10.652000000000001,2.1,,13.611,2.8040000000000003,15.897
68,63,Eu,7.996,,130.957634,,0.862,3.4210000000000003,,8.717,,14.022,-0.947092,,13.577,4.55,14.402000000000001
85,47,Ag,8.053,16.065,131.96307,4.6450000000000005,,-9.485,28.011,,12.74,1.721,15.949,45.235,9.041,8.344,
84,48,Cd,8.1691421,11.9461243,131.945823136,5.4904679,32.313,-8.5,26.0811243,-32.014,9.4876219,3.324987,17.004,34.7227678,6.143,6.269,-6.939
83,49,In,8.253716200000001,14.135,131.932998444,8.64766,31.092000000000002,-10.126,17.223728,-28.95,6.7817072,2.4585024,14.4887642,23.291948100000003,9.416851000000001,5.5746433,-4.8950000000000005
82,50,Sn,8.3548726,3.088728,131.917823898,12.556973000000001,30.006898200000002,-11.7332244,8.6416435,-28.623764200000004,-2.63646,7.3532928,15.8111554,12.732421,4.0707832,1.1523904,-7.7780097
81,51,Sb,8.3723452,5.5529155,131.914508013,13.492230900000001,24.306694,-7.8700808,6.06822,-18.8998834,-2.4955781000000004,5.725188,9.6596738,7.517411600000001,11.207742099999999,5.8193703999999995,-1.1539906000000002
80,52,Te,8.4084859,0.5153046000000001,131.908546713,13.9778735,19.6339225,-4.2516832,4.090777500000001,-15.2125893,-5.8167879000000005,8.0484936,10.4957565,3.246706,7.8082968,4.3052423,1.048802
79,53,I,8.4064628,3.5754729000000003,131.907993511,14.9099497,17.9957569,-3.4985657999999997,1.4491916000000002,-11.011061100000001,-5.361244800000001,6.3320924000000005,7.7814511,-1.9799241,12.360265,6.165437799999999,4.5722848
78,54,Xe,8.427622900000001,-2.1262813,131.90415508346,15.5411363,16.503957,-2.7100969,-0.8440714,-11.356924000000001,-9.294718500000002,8.9367176,9.1252183,-6.8102868,8.3680205,4.0922568,3.3723119
77,55,Cs,8.4055878,1.2822099,131.90643774,16.3955748,14.7944473,-1.8395789,-3.4291157,-6.998937,-8.545053,7.1684372000000005,6.0280892999999995,-11.9252295,13.4385882,6.4074318,7.0008851000000005
76,56,Ba,8.4093747,-4.7113256,131.905061231,17.3207628,13.1323708,-0.9992847,-5.9662154,-7.3102992,-12.7369565,9.8272629,7.668300100000001,-17.009088,9.175658499999999,3.9282021,5.9075689
75,57,La,8.3677559,-1.2548898,131.910119047,18.2388394,11.4017651,-0.2167208,-8.4961138,-2.9569745,-12.0864476,8.0256309,4.3335903,-22.096,14.244005900000001,6.2013434,9.4218747
74,58,Ce,8.3523223,-7.241224,131.911466226,19.188410700000002,9.7898534,0.47555200000000003,-11.0428726,-3.0787005,-16.239342,10.8315578,5.988394100000001,-27.329,9.8694936,3.7189085,8.238580200000001
73,59,Pr,8.291537700000001,-3.8016487000000003,131.91924,20.1946355,8.1780316,0.9730593000000001,-13.6,1.2528299,-15.5307415,8.998118,2.8079868,-33.027,14.9062565,5.924095500000001,11.7424795
72,60,Nd,8.2568104,-9.798,131.923321237,20.9722118,6.580844,1.6831944,-16.286,0.9936619,-19.727,11.7290928,4.4141224,,10.4604564,3.2118059,10.5080912
71,61,Pm,8.177,-6.488,131.93384,22.301000000000002,5.03,2.278,-19.427,5.384,-19.419,9.929,1.149,,15.679,5.611,13.792
70,62,Sm,8.122,-12.939,131.940805,23.582,3.121,2.966,,5.339,-23.747,12.931000000000001,2.6590000000000003,,11.041,2.904,12.882
69,63,Eu,8.018,,131.954696,24.830000000000002,1.309,3.594,,10.281,,10.808,-0.791,,16.21,4.994,16.626
85,48,Cd,8.121,13.55,132.952614,5.071,32.978,-8.685,26.734,,10.200000000000001,1.746,17.029,38.797000000000004,7.321,6.622,-5.763
84,49,In,8.217,13.184000000000001,132.938067,5.808,31.518,-8.245000000000001,21.233,-30.579,10.785,3.35,14.514000000000001,28.167,8.232,8.291,-6.146
83,50,Sn,8.310089,8.0496228,132.923913753,9.7519477,30.240072100000003,-10.176664500000001,12.063242500000001,-27.697432100000004,0.6900732,2.3986547999999996,15.7513079,16.7696927,7.8612859,3.8966946,-4.1098906
82,51,Sb,8.3647302,4.0136198,132.915272128,13.0847376,25.477086,-8.5135402,6.9337887,-23.8009306,-1.8066341000000001,7.3595496,9.6659306,9.147429899999999,9.0518727,6.0727588,-3.3705812
81,52,Te,8.3890255,2.920169,132.91096333,13.8687475,20.2504962,-4.7714519,4.7064502,-13.6795504,-5.3049493000000005,5.8202539,10.5908223,4.6163791000000005,9.755085800000002,4.2126092,2.8414859999999997
80,53,I,8.4050993,1.7862812,132.9078284,14.5572107,18.4538323,-3.6528335000000003,2.2136412,-13.5109913,-4.649645400000001,8.2251183,7.9580758,-0.3629101,10.0645267,6.359713,2.0747872000000003
79,54,Xe,8.412647699999999,0.42736,132.905910748,15.372644200000002,17.0105036,-3.0636147,-0.090071,-9.7443571,-8.562207899999999,6.4359266,9.2290525,-5.225359900000001,10.5099513,4.1566602,5.3557788
78,55,Cs,8.4099786,-0.5174310000000001,132.905451958,16.1580051,15.206157900000001,-1.9886828,-2.5765513,-9.6564125,-7.707358,8.9895679,6.0809396,-10.133351699999999,11.0534389,6.673586500000001,4.5116472000000005
77,56,Ba,8.400205900000001,-2.0591203,132.906007443,17.0171898,13.7178792,-1.2823581,-5.1352888000000005,-5.5635085,-11.9012525,7.189927,7.6897899,-15.221131900000001,11.2128691,4.2102977,7.9733646
76,57,La,8.3788415,-3.0761685,132.908218,17.867763200000002,12.0167598,-0.4202576,-7.5568004,-5.6306696,-11.0970221,9.8421323,4.3484597,-20.0867388,11.895373600000001,6.6264398,7.0517650000000005
75,58,Ce,8.3498301,-4.4806319000000006,132.911520402,18.8524113,10.317207,0.2177266,-10.0858431,-1.2722912,-15.2620775,8.0208536,5.9836167,-25.187,12.0618485,4.0732063,10.4849554
74,59,Pr,8.3102588,-5.6052112,132.916330558,19.7795637,8.7462688,0.9610339,-12.529938399999999,-1.5029848,-14.5830943,10.7814456,2.7578747,-30.702,12.481663699999999,6.3493771,9.336185200000001
73,60,Nd,8.262232000000001,-6.9247272,132.922348,20.706975900000003,7.201874200000001,1.5302081,-15.101,2.8473366,-18.776,8.9778831,4.3938874,-36.272,12.679090700000001,3.7071395000000003,12.736935299999999
72,61,Pm,8.2042841,-8.177,132.929782,21.78,5.684931300000001,1.940997,-18.172,2.5308398000000003,-18.339,11.851,1.2708089,,13.071194400000001,6.052641700000001,11.414213700000001
71,62,Sm,8.137,-9.995000000000001,132.93856,23.093,4.041,2.719,-21.171,6.906000000000001,-23.102,10.163,2.892,,13.25,3.103,15.012
70,63,Eu,8.056000000000001,-11.176,132.94929,23.915,2.044,3.519,,7.103,,13.107000000000001,-0.615,,13.755,5.328,13.88
69,64,Gd,7.966,,132.961288,,0.358,3.845,,11.791,,,1.149,,14.115,2.317,17.286
86,48,Cd,8.086,12.51,133.957638,5.1370000000000005,,-9.155,26.974,,10.159,3.391,17.669,43.074,5.651,6.154,-8.074
85,49,In,8.173,14.464,133.944208,5.7010000000000005,32.148,-8.497,22.049,-30.179000000000002,10.833,2.351,15.119,32.074,9.206,8.106,-5.573
84,50,Sn,8.2751719,7.5852452999999995,133.92868043,6.0298413,30.5462715,-7.741077000000001,16.0999936,-29.583000000000002,4.418436300000001,3.6311864000000003,16.033,21.692075799999998,6.6886019,6.4546658,-5.5755961
83,51,Sb,8.3259398,8.514748299999999,133.920537334,10.5263585,26.185392500000003,-6.5373901,10.0244358,-23.618000000000002,0.8468108,3.1668089,10.4340847,12.8721613,13.2383566,8.109630000000001,-0.3482325
82,52,Te,8.3836442,1.5096875,133.911396376,13.4881914,20.5651409,-4.8264515,5.5920821,-18.948833,-4.7477685,7.6679375,10.8992103,6.4162498,7.8123363,4.3117145,0.37722870000000003
81,53,I,8.389072200000001,4.0823946,133.90977566,14.482574300000001,18.9861003,-4.1826688,2.8477255,-12.4088978,-4.4711748,6.257456,8.395278000000001,1.175219,11.855564300000001,6.0316369000000005,3.584374
80,54,Xe,8.4136994,-1.2346691,133.90539303,14.9894961,17.5155795,-3.1977907,0.8241677,-12.4776726,-8.1262095,8.5535695,9.5575037,-3.2929362,8.288474200000001,4.180948000000001,2.7315893
79,55,Cs,8.398647,2.0588368,133.906718501,15.881108200000002,15.7656058,-2.3798932,-1.6725065,-8.3228345,-7.4089714,6.8915403,6.5365533,-8.3631658,13.0986162,6.3864648,6.1979642
78,56,Ba,8.4081731,-3.7313434,133.904508249,16.6577352,14.248969800000001,-1.4944436,-4.1171039,-8.5953902,-11.5269285,9.4678082,8.1680302,-13.3035595,8.913498100000002,3.9696271000000003,5.109975
77,57,La,8.3744888,-0.3857605,133.908514011,17.637717400000003,12.6439077,-0.7438201000000001,-6.6906592,-4.4366868,-10.8717536,7.7955851,4.9541178,-18.4547505,13.927051299999999,6.3243547,8.4833175
76,58,Ce,8.3657716,-6.3048987,133.908928142,18.506846699999997,10.9759373,-0.0010377000000000001,-9.1864557,-4.5683573,-14.966625,10.4859931,6.627477600000001,-23.457,9.601486300000001,3.8004216000000004,7.4924622
75,59,Pr,8.3128817,-2.8815569,133.915696729,19.443171900000003,9.3823641,0.6744589,-11.764091200000001,-0.3225789,-14.266937500000001,8.6617263,3.3987474000000004,-28.728,14.6514952,6.0445037,10.887667299999999
74,60,Nd,8.2855391,-8.8825343,133.918790207,20.3632637,7.7556970000000005,1.3515546999999999,-14.27,-0.5171905000000001,-18.3101078,11.385380600000001,4.9978224,-34.117,10.2918281,3.5182763,9.708407600000001
73,61,Pm,8.2134131,-5.388,133.928326,21.279,6.1143867,1.9866402,-16.963,3.8847118999999997,-17.604,9.427573500000001,1.7204993,,15.3727138,5.8681872,13.183157600000001
72,62,Sm,8.167,-11.576,133.93411,22.379,4.5280000000000005,2.795,-19.846,3.6670000000000003,-22.211000000000002,12.216000000000001,3.257,,10.962,3.258,12.038
71,63,Eu,8.075,-8.271,133.946537,23.743000000000002,2.751,3.244,,8.318,-21.812,10.636000000000001,-0.14200000000000002,,16.05,5.344,15.616
70,64,Gd,8.008000000000001,,133.955416,,0.968,3.745,,8.412,,13.541,1.583,,11.381,2.798,14.397
86,49,In,8.136000000000001,13.522,134.949425,5.563,32.608000000000004,-8.785,22.580000000000002,,11.252,3.212,14.939,36.669000000000004,7.74,8.219,-7.064
85,50,Sn,8.2306877,9.05808,134.934908603,5.9009979999999995,31.07,-7.8454077,17.096538000000002,-28.461000000000002,5.3154337,2.2698116,15.951,25.7811125,7.769,6.6433565,-4.5204208
84,51,Sb,8.2919894,8.0384581,134.925184354,6.909455200000001,26.578,-4.0908788000000005,14.0888475,-25.009,4.772102,3.7426463,10.5455446,17.8916243,11.894365200000001,11.7202765,-1.6323765000000001
83,52,Te,8.3457384,6.0503894,134.916554715,10.9342935,21.432842100000002,-2.8891273,8.6845745,-18.5840026,-1.7566685,3.2663560000000005,10.9987574,10.1218645,11.9055299,6.770546500000001,4.4641655
82,53,I,8.3847609,2.6341851000000003,134.910059355,14.064513999999999,19.4336087,-4.2226839,3.8027768,-17.0491468,-3.7246633000000005,7.8070579,8.5343984,2.8642778,9.8687602,6.273072600000001,1.5025041000000001
81,54,Xe,8.3984783,1.1685917,134.907231441,14.912417900000001,18.054174,-3.6272591000000003,1.43729,-11.1685835,-7.5935175,6.3588484,9.6588961,-1.7970572,10.1547441,4.154192,4.4212345
80,55,Cs,8.4013393,0.2686983,134.905976907,15.653649600000001,16.3025968,-2.5641451,-0.9384990000000001,-10.827487800000002,-6.7032724,8.7621093,6.7450931,-6.6460846,10.772433600000001,6.5610732,3.7679473
79,56,Ba,8.3975345,-1.2071973,134.905688447,16.4397789,14.785013900000001,-1.8619957,-3.2343472,-7.013791400000001,-10.7033141,6.9719707,8.2484605,-11.637035099999999,10.9310953,4.1660936,7.0747219
78,57,La,8.3827972,-2.0271499,134.906984427,17.2917019,13.1504566,-1.0127993,-5.7075857,-7.0412633,-9.881877300000001,9.4961168,4.9824264000000005,-16.5811286,11.620861500000002,6.6555007,6.155637899999999
77,58,Ce,8.361986100000001,-3.6804357,134.909160662,18.3407205,11.6407377,-0.3622652,-8.4026879,-2.9552765,-14.1596261,7.8547274,6.6866199,-21.7590856,11.588891100000001,3.9713251,9.4649977
76,59,Pr,8.3289284,-4.7222522,134.913111772,19.140916700000002,10.0194223,0.40847690000000003,-10.8735429,-3.0061842000000003,-13.360747300000002,10.4791904,3.3919447000000003,-26.788,12.193158299999999,6.396871,8.4341078
75,60,Nd,8.2881536,-6.1512907,134.918181318,20.0238757,8.373338599999999,1.0699124999999998,-13.356397600000001,1.3303075,-17.5210294,8.6384951,4.9745912,-31.964000000000002,12.4347787,3.8778993,11.9014702
74,61,Pm,8.236793299999999,-7.2051069,134.92478499999999,20.7973122,6.7026798,1.8134188999999998,-15.915000000000001,1.1766995,-16.758,11.369738700000001,1.7048574,-37.01,12.9808582,6.2275413,10.811537000000001
73,62,Sm,8.177627000000001,-8.709,134.93252,21.769000000000002,5.1027841,2.4859024,-18.608,5.5002495,-21.128,9.552,3.3822848,,13.261237900000001,3.634,14.214995199999999
72,63,Eu,8.107,-9.898,134.94187,23.054000000000002,3.318,3.198,-21.095,5.327,-20.689,12.419,0.061,,13.794,5.856,13.126
71,64,Gd,8.028,-11.197000000000001,134.952496,24.332,1.597,3.606,,9.837,,10.791,1.738,,13.697000000000001,2.815,16.536
70,65,Tb,7.939,,134.964516,,0.395,3.986,,9.459,,,-1.1879999,,13.718,,14.794
87,49,In,8.091,15.200000000000001,135.956017,5.143,,-8.995000000000001,23.537,,11.591000000000001,1.931,15.439,38.575,9.201,8.034,-6.243
86,50,Sn,8.197000000000001,8.337,135.939699,5.8790000000000004,31.288,-8.13,18.255,-30.639,5.449,3.609,16.349,30.259,6.511,6.384,-6.384
85,51,Sb,8.252253300000001,9.9183897,135.930749009,6.6305217,27.115000000000002,-4.5202518000000005,15.038335100000001,-24.686,5.1505827,2.8878754,11.1636083,21.8319655,12.6376762,11.231056,-1.17
84,52,Te,8.3194301,5.1199455,135.92010118,8.034163,22.569462599999998,-0.3036415,12.003891,-21.081998,1.2825824000000001,4.7678069999999995,12.023918,14.4618,10.304531800000001,9.3622891,2.0950134
83,53,I,8.351324199999999,6.8839455,135.914604693,11.644421000000001,20.104162799999997,-2.3348589000000004,6.7936304000000005,-17.1438635,-1.2031779,3.837363,9.105405500000002,6.492263,13.6993347,8.2559634,5.0246906000000005
82,54,Xe,8.396188899999999,-0.09031510000000001,135.907214474,14.445971799999999,18.47336,-3.6658889,2.4579090000000003,-15.9893509,-6.9185317,8.087123400000001,9.9389615,0.0793797,8.3250767,4.2921869,2.1543649
